id,name,cited,minYear,maxYear,numWorks,startYear,endYear
n308,"Vieira, Paulo Cezar",31,2009,2011,5,2008,2011
n120,"Zanetti, Ronald",33,2008,2011,7,2008,2011
n461,"Waddington, Sarah J.",38,2010,2010,2,2008,2011
n50,"Ghermandi, Luciana",39,2008,2010,2,2008,2011
n130,"Elizalde, Luciana",40,2008,2011,5,2008,2011
n33,"Vieira-neto, Ernane H. M.",41,2008,2010,2,2008,2011
n86,"Seal, Jon N.",44,2008,2010,3,2008,2011
n822,"Miller, Jessica L.",44,2011,2011,2,2008,2011
n311,"Silva, Paulo S. D.",45,2009,2011,3,2008,2011
n60,"Dijkstra, Michiel B.",46,2008,2009,3,2008,2011
n291,"Fourcassie, V.",47,2009,2010,3,2008,2011
n292,"Dussutour, A.",47,2009,2010,3,2008,2011
n256,"Van Bael, Sunshine A.",48,2009,2011,3,2008,2011
n266,"Roessler, Wolfgang",48,2009,2010,2,2008,2011
n808,"Hutchings, Matthew I.",50,2011,2011,2,2008,2011
n809,"Seipke, Ryan F.",50,2011,2011,2,2008,2011
n250,"Ruchty, Markus",51,2009,2010,4,2008,2011
n53,"Den Boer, Susanne P. A.",54,2008,2009,2,2008,2011
n55,"Nagamoto, Nilson Satoru",55,2008,2011,8,2008,2011
n31,"Costa, Alan N.",56,2008,2009,2,2008,2011
n248,"Walker, Thomas N.",56,2009,2011,3,2008,2011
n128,"Folgarait, Patricia J.",57,2008,2011,7,2008,2011
n279,"Meyer, Sebastian T.",63,2009,2011,4,2008,2011
n296,"Armitage, Sophie A. O.",63,2009,2011,4,2008,2011
n182,"Forti, Luiz C.",64,2008,2011,21,2008,2011
n252,"Kuebler, Linda S.",64,2009,2010,2,2008,2011
n365,"Little, Ainslie E. F.",65,2009,2011,3,2008,2011
n26,"Detrain, Claire",66,2008,2011,4,2008,2011
n332,"Cooper, Michael",66,2009,2011,4,2008,2011
n425,"Aylward, Frank O",66,2010,2010,34,2008,2011
n426,"Adams, Sandra M",66,2010,2010,34,2008,2011
n427,"Tringe, Susannah G",66,2010,2010,34,2008,2011
n428,"Foster, Clifton E",66,2010,2010,34,2008,2011
n429,"Pauly, Markus",66,2010,2010,34,2008,2011
n430,"Barry, Kerrie W",66,2010,2010,34,2008,2011
n431,"Goodwin, Lynne A",66,2010,2010,34,2008,2011
n434,"Osterberger, Jolene",66,2010,2010,34,2008,2011
n437,"Donohue, Timothy J",66,2010,2010,34,2008,2011
n157,"Bueno, Oc",68,2008,2011,11,2008,2011
n453,"Cafaro, Matias J.",72,2010,2011,4,2008,2011
n265,"Kelber, Christina",77,2009,2010,3,2008,2011
n52,"Baer, B.",79,2008,2010,4,2008,2011
n32,"Vasconcelos, Heraldo L.",84,2008,2011,7,2008,2011
n711,"Nygaard, Sanne",90,2011,2011,3,2008,2011
n715,"Wurm, Y",90,2011,2011,3,2008,2011
n720,"Rasmussen, Morten",90,2011,2011,3,2008,2011
n722,"Hauser, F",90,2011,2011,3,2008,2011
n723,"Krogh, A",90,2011,2011,3,2008,2011
n724,"Grimmelikhuijzen, Cj",90,2011,2011,3,2008,2011
n272,"Bonelli, Simona",91,2009,2009,2,2008,2011
n274,"Balletto, Emilio",91,2009,2009,2,2008,2011
n310,"Tabarelli, Marcelo",92,2009,2011,6,2008,2011
n729,"Hu, Hao",97,2011,2011,27,2008,2011
n730,"Weinstock, George M",97,2011,2011,27,2008,2011
n731,"Viljakainen, Lumi",97,2011,2011,27,2008,2011
n732,"Bornberg-bauer, Erich",97,2011,2011,27,2008,2011
n733,"Smith, Christopher D",97,2011,2011,27,2008,2011
n734,"Abouheif, Ehab",97,2011,2011,27,2008,2011
n735,"Holt, Carson",97,2011,2011,27,2008,2011
n736,"Cash, Elizabeth",97,2011,2011,27,2008,2011
n737,"Cavanaugh, Amy",97,2011,2011,27,2008,2011
n738,"Denas, Olgert",97,2011,2011,27,2008,2011
n739,"Fave, Marie-julie",97,2011,2011,27,2008,2011
n740,"Gibson, Joshua D",97,2011,2011,27,2008,2011
n741,"Graur, Dan",97,2011,2011,27,2008,2011
n742,"Grubbs, Kirk J",97,2011,2011,27,2008,2011
n743,"Hagen, Darren E",97,2011,2011,27,2008,2011
n744,"Tsutsui, Neil D",97,2011,2011,27,2008,2011
n745,"Taylor, James",97,2011,2011,27,2008,2011
n746,"Marsh, Sarah E",97,2011,2011,27,2008,2011
n747,"Moeller, Joseph A",97,2011,2011,27,2008,2011
n748,"Munoz-torres, Monica C",97,2011,2011,27,2008,2011
n749,"Murphy, Marguerite C",97,2011,2011,27,2008,2011
n750,"Naughton, Meredith C",97,2011,2011,27,2008,2011
n751,"Nigam, Surabhi",97,2011,2011,27,2008,2011
n752,"Teiling, Clotilde",97,2011,2011,27,2008,2011
n753,"Overson, Rick",97,2011,2011,27,2008,2011
n754,"Rajakumar, Rajendhran",97,2011,2011,27,2008,2011
n755,"Reese, Justin T",97,2011,2011,27,2008,2011
n756,"Kim, Jay",97,2011,2011,27,2008,2011
n757,"Tao, Shu",97,2011,2011,27,2008,2011
n758,"Wissler, Lothar",97,2011,2011,27,2008,2011
n759,"Yandell, Mark D",97,2011,2011,27,2008,2011
n760,"Zimmer, Fabian",97,2011,2011,27,2008,2011
n761,"Elhaik, Eran",97,2011,2011,27,2008,2011
n762,"Clifton, Sandra W",97,2011,2011,27,2008,2011
n763,"Warren, Wesley C",97,2011,2011,27,2008,2011
n764,"Elsik, Christine G",97,2011,2011,27,2008,2011
n23,"Bollazzi, Martin",98,2008,2011,7,2008,2011
n51,"Farji-brener, Alejandro G.",102,2008,2011,11,2008,2011
n542,"Johnson, Brian R",102,2010,2011,28,2008,2011
n18,"Solomon, Scott E.",105,2008,2011,4,2008,2011
n44,"De Fine Licht, Henrik H",106,2008,2011,11,2008,2011
n407,"Dowd, Scot E.",106,2009,2011,2,2008,2011
n111,"Helmkampf, Martin",108,2008,2011,28,2008,2011
n25,"Deneubourg, Jl",113,2008,2011,7,2008,2011
n408,"Hong, Eunki",116,2009,2011,2,2008,2011
n263,"Nash, David R.",122,2009,2011,5,2008,2011
n131,"Leal, Inara R.",124,2008,2011,9,2008,2011
n260,"Wcislo, William T.",124,2009,2011,4,2008,2011
n34,"Mikheyev, Alexander S.",129,2008,2011,5,2008,2011
n54,"Pagnocca, Fernando Carlos",134,2008,2011,8,2008,2011
n241,"Caldera, Eric J",136,2009,2011,28,2008,2011
n257,"Fernandez-marin, Hermogenes",136,2009,2011,5,2008,2011
n249,"Kleineidam, Christoph Johannes",141,2009,2011,8,2008,2011
n404,"Sen, Ruchira",152,2009,2011,4,2008,2011
n409,"Pinto-tomas, Adrian A",154,2009,2010,35,2008,2011
n414,"Weimer, Paul J",154,2009,2010,35,2008,2011
n29,"Gadau, Jurgen",156,2008,2011,30,2008,2011
n455,"Gerardo, Nicole M",158,2010,2011,29,2008,2011
n432,"Bouffard, Pascal",163,2010,2011,61,2008,2011
n433,"Li, Lewyn",163,2010,2011,61,2008,2011
n435,"Harkins, Timothy T",163,2010,2011,61,2008,2011
n436,"Slater, Steven C",163,2010,2011,61,2008,2011
n402,"Spiteller, Dieter",164,2009,2011,2,2008,2011
n242,"Poulsen, Michael",183,2009,2011,15,2008,2011
n19,"Bacci, Mauricio, Jr.",185,2008,2011,9,2008,2011
n6,"Suarez, A. V.",195,2008,2008,2,2008,2011
n7,"Rodrigues, Andre",201,2008,2011,9,2008,2011
n43,"Schiott, Morten",201,2008,2011,7,2008,2011
n73,"Herz, Hubert",203,2008,2011,4,2008,2011
n405,"Ishak, Heather D.",203,2009,2011,6,2008,2011
n330,"Scott, Jarrod J",209,2009,2011,67,2008,2011
n22,"Roces, Flavio",252,2008,2011,17,2008,2011
n133,"Wirth, Rainer",288,2008,2011,11,2008,2011
n4,"Smith, Chris R",292,2008,2011,29,2008,2011
n243,"Suen, Garret",312,2009,2011,67,2008,2011
n12,"Hughes, William O. H.",340,2008,2011,14,2008,2011
n240,"Currie, Cameron R",453,2009,2011,81,2008,2011
n8,"Mueller, Ulrich G.",529,2008,2011,18,2008,2011
n11,"Boomsma, Jj",595,2008,2011,34,2008,2011
