source,target,weight,startYear,endYear
n361,n363,2,2008,2011
n179,n361,2,2008,2011
n179,n362,2,2008,2011
n179,n363,2,2008,2011
n94,n363,2,2008,2011
n362,n363,2,2008,2011
n94,n362,2,2008,2011
n157,n364,2,2008,2011
n370,n371,2,2008,2011
n26,n385,2,2008,2011
n25,n385,2,2008,2011
n160,n388,2,2008,2011
n389,n390,2,2008,2011
n181,n394,2,2008,2011
n55,n393,2,2008,2011
n181,n355,2,2008,2011
n181,n353,2,2008,2011
n32,n401,2,2008,2011
n133,n402,2,2008,2011
n73,n402,2,2008,2011
n73,n133,2,2008,2011
n8,n407,2,2008,2011
n8,n408,2,2008,2011
n404,n408,2,2008,2011
n405,n408,2,2008,2011
n404,n407,2,2008,2011
n405,n407,2,2008,2011
n257,n263,2,2008,2011
n8,n44,2,2008,2011
n8,n43,2,2008,2011
n22,n450,2,2008,2011
n242,n455,2,2008,2011
n453,n455,2,2008,2011
n365,n455,2,2008,2011
n365,n453,2,2008,2011
n242,n453,2,2008,2011
n12,n461,2,2008,2011
n51,n464,2,2008,2011
n54,n182,2,2008,2011
n19,n182,2,2008,2011
n54,n484,2,2008,2011
n54,n487,2,2008,2011
n54,n302,2,2008,2011
n54,n308,2,2008,2011
n157,n484,2,2008,2011
n157,n487,2,2008,2011
n308,n484,2,2008,2011
n308,n487,2,2008,2011
n302,n484,2,2008,2011
n302,n487,2,2008,2011
n484,n487,2,2008,2011
n7,n405,2,2008,2011
n332,n405,2,2008,2011
n507,n508,2,2008,2011
n157,n507,2,2008,2011
n157,n508,2,2008,2011
n160,n540,2,2008,2011
n121,n559,2,2008,2011
n121,n560,2,2008,2011
n559,n560,2,2008,2011
n174,n393,2,2008,2011
n598,n599,2,2008,2011
n605,n606,2,2008,2011
n589,n621,2,2008,2011
n589,n622,2,2008,2011
n621,n622,2,2008,2011
n182,n622,2,2008,2011
n182,n621,2,2008,2011
n182,n644,2,2008,2011
n51,n665,2,2008,2011
n51,n666,2,2008,2011
n665,n666,2,2008,2011
n680,n681,2,2008,2011
n240,n683,2,2008,2011
n240,n684,2,2008,2011
n242,n684,2,2008,2011
n683,n684,2,2008,2011
n242,n683,2,2008,2011
n11,n712,2,2008,2011
n11,n713,2,2008,2011
n11,n714,2,2008,2011
n11,n716,2,2008,2011
n11,n717,2,2008,2011
n11,n718,2,2008,2011
n11,n719,2,2008,2011
n11,n721,2,2008,2011
n11,n725,2,2008,2011
n711,n725,2,2008,2011
n712,n725,2,2008,2011
n713,n725,2,2008,2011
n714,n725,2,2008,2011
n715,n725,2,2008,2011
n716,n725,2,2008,2011
n717,n725,2,2008,2011
n718,n725,2,2008,2011
n719,n725,2,2008,2011
n720,n725,2,2008,2011
n721,n725,2,2008,2011
n722,n725,2,2008,2011
n723,n725,2,2008,2011
n724,n725,2,2008,2011
n712,n724,2,2008,2011
n713,n724,2,2008,2011
n714,n724,2,2008,2011
n716,n724,2,2008,2011
n717,n724,2,2008,2011
n718,n724,2,2008,2011
n719,n724,2,2008,2011
n721,n724,2,2008,2011
n712,n723,2,2008,2011
n713,n723,2,2008,2011
n714,n723,2,2008,2011
n716,n723,2,2008,2011
n717,n723,2,2008,2011
n718,n723,2,2008,2011
n719,n723,2,2008,2011
n721,n723,2,2008,2011
n712,n722,2,2008,2011
n713,n722,2,2008,2011
n714,n722,2,2008,2011
n716,n722,2,2008,2011
n717,n722,2,2008,2011
n718,n722,2,2008,2011
n719,n722,2,2008,2011
n721,n722,2,2008,2011
n711,n721,2,2008,2011
n712,n721,2,2008,2011
n713,n721,2,2008,2011
n714,n721,2,2008,2011
n715,n721,2,2008,2011
n716,n721,2,2008,2011
n717,n721,2,2008,2011
n718,n721,2,2008,2011
n719,n721,2,2008,2011
n720,n721,2,2008,2011
n712,n720,2,2008,2011
n713,n720,2,2008,2011
n714,n720,2,2008,2011
n716,n720,2,2008,2011
n717,n720,2,2008,2011
n718,n720,2,2008,2011
n719,n720,2,2008,2011
n711,n719,2,2008,2011
n712,n719,2,2008,2011
n713,n719,2,2008,2011
n714,n719,2,2008,2011
n715,n719,2,2008,2011
n716,n719,2,2008,2011
n717,n719,2,2008,2011
n718,n719,2,2008,2011
n711,n718,2,2008,2011
n712,n718,2,2008,2011
n713,n718,2,2008,2011
n714,n718,2,2008,2011
n715,n718,2,2008,2011
n716,n718,2,2008,2011
n717,n718,2,2008,2011
n711,n717,2,2008,2011
n712,n717,2,2008,2011
n713,n717,2,2008,2011
n714,n717,2,2008,2011
n715,n717,2,2008,2011
n716,n717,2,2008,2011
n711,n716,2,2008,2011
n712,n716,2,2008,2011
n713,n716,2,2008,2011
n714,n716,2,2008,2011
n715,n716,2,2008,2011
n712,n715,2,2008,2011
n713,n715,2,2008,2011
n714,n715,2,2008,2011
n711,n714,2,2008,2011
n712,n714,2,2008,2011
n713,n714,2,2008,2011
n711,n713,2,2008,2011
n712,n713,2,2008,2011
n711,n712,2,2008,2011
n137,n726,2,2008,2011
n182,n728,2,2008,2011
n182,n199,2,2008,2011
n588,n728,2,2008,2011
n199,n588,2,2008,2011
n216,n588,2,2008,2011
n174,n216,2,2008,2011
n216,n728,2,2008,2011
n199,n216,2,2008,2011
n199,n728,2,2008,2011
n174,n728,2,2008,2011
n11,n781,2,2008,2011
n11,n782,2,2008,2011
n781,n782,2,2008,2011
n808,n809,2,2008,2011
n8,n822,2,2008,2011
n404,n822,2,2008,2011
n405,n822,2,2008,2011
n34,n332,2,2008,2011
n18,n332,2,2008,2011
n18,n34,2,2008,2011
n11,n12,3,2008,2011
n43,n44,3,2008,2011
n11,n60,3,2008,2011
n139,n140,3,2008,2011
n54,n157,3,2008,2011
n160,n161,3,2008,2011
n164,n167,3,2008,2011
n164,n172,3,2008,2011
n167,n172,3,2008,2011
n174,n199,3,2008,2011
n182,n219,3,2008,2011
n12,n248,3,2008,2011
n22,n250,3,2008,2011
n249,n265,3,2008,2011
n291,n292,3,2008,2011
n25,n291,3,2008,2011
n25,n292,3,2008,2011
n11,n257,3,2008,2011
n302,n303,3,2008,2011
n302,n304,3,2008,2011
n302,n305,3,2008,2011
n302,n306,3,2008,2011
n302,n307,3,2008,2011
n303,n308,3,2008,2011
n304,n308,3,2008,2011
n305,n308,3,2008,2011
n306,n308,3,2008,2011
n307,n308,3,2008,2011
n303,n307,3,2008,2011
n304,n307,3,2008,2011
n305,n307,3,2008,2011
n157,n307,3,2008,2011
n306,n307,3,2008,2011
n303,n306,3,2008,2011
n304,n306,3,2008,2011
n305,n306,3,2008,2011
n157,n306,3,2008,2011
n157,n303,3,2008,2011
n157,n304,3,2008,2011
n157,n305,3,2008,2011
n303,n305,3,2008,2011
n304,n305,3,2008,2011
n303,n304,3,2008,2011
n131,n311,3,2008,2011
n8,n11,3,2008,2011
n121,n337,3,2008,2011
n211,n337,3,2008,2011
n120,n211,3,2008,2011
n120,n337,3,2008,2011
n182,n354,3,2008,2011
n55,n355,3,2008,2011
n353,n355,3,2008,2011
n240,n365,3,2008,2011
n242,n365,3,2008,2011
n182,n393,3,2008,2011
n240,n453,3,2008,2011
n7,n182,3,2008,2011
n174,n588,3,2008,2011
n182,n589,3,2008,2011
n11,n711,3,2008,2011
n11,n715,3,2008,2011
n11,n720,3,2008,2011
n11,n722,3,2008,2011
n11,n723,3,2008,2011
n11,n724,3,2008,2011
n711,n724,3,2008,2011
n715,n724,3,2008,2011
n720,n724,3,2008,2011
n722,n724,3,2008,2011
n723,n724,3,2008,2011
n711,n723,3,2008,2011
n715,n723,3,2008,2011
n720,n723,3,2008,2011
n722,n723,3,2008,2011
n711,n722,3,2008,2011
n715,n722,3,2008,2011
n720,n722,3,2008,2011
n711,n720,3,2008,2011
n715,n720,3,2008,2011
n711,n715,3,2008,2011
n279,n310,3,2008,2011
n7,n8,4,2008,2011
n8,n18,4,2008,2011
n8,n19,4,2008,2011
n25,n26,4,2008,2011
n8,n34,4,2008,2011
n11,n52,4,2008,2011
n128,n130,4,2008,2011
n94,n179,4,2008,2011
n121,n211,4,2008,2011
n182,n216,4,2008,2011
n249,n250,4,2008,2011
n22,n249,4,2008,2011
n133,n279,4,2008,2011
n131,n279,4,2008,2011
n11,n296,4,2008,2011
n8,n332,4,2008,2011
n182,n353,4,2008,2011
n182,n394,4,2008,2011
n8,n404,4,2008,2011
n404,n405,4,2008,2011
n240,n458,4,2008,2011
n240,n459,4,2008,2011
n240,n460,4,2008,2011
n330,n460,4,2008,2011
n458,n460,4,2008,2011
n243,n460,4,2008,2011
n459,n460,4,2008,2011
n330,n459,4,2008,2011
n458,n459,4,2008,2011
n243,n459,4,2008,2011
n243,n458,4,2008,2011
n330,n458,4,2008,2011
n174,n182,4,2008,2011
n182,n588,4,2008,2011
n19,n54,5,2008,2011
n7,n19,5,2008,2011
n120,n121,5,2008,2011
n11,n263,5,2008,2011
n157,n302,5,2008,2011
n302,n308,5,2008,2011
n157,n308,5,2008,2011
n182,n355,5,2008,2011
n7,n54,6,2008,2011
n181,n182,6,2008,2011
n131,n310,6,2008,2011
n133,n310,6,2008,2011
n8,n405,6,2008,2011
n22,n23,7,2008,2011
n11,n43,7,2008,2011
n55,n182,7,2008,2011
n11,n708,7,2008,2011
n11,n709,7,2008,2011
n11,n710,7,2008,2011
n708,n710,7,2008,2011
n709,n710,7,2008,2011
n44,n710,7,2008,2011
n44,n708,7,2008,2011
n44,n709,7,2008,2011
n708,n709,7,2008,2011
n131,n133,8,2008,2011
n11,n44,11,2008,2011
n240,n242,12,2008,2011
n243,n729,27,2008,2011
n729,n730,27,2008,2011
n729,n731,27,2008,2011
n729,n732,27,2008,2011
n729,n733,27,2008,2011
n240,n729,27,2008,2011
n729,n734,27,2008,2011
n729,n735,27,2008,2011
n241,n729,27,2008,2011
n729,n736,27,2008,2011
n729,n737,27,2008,2011
n729,n738,27,2008,2011
n729,n739,27,2008,2011
n729,n740,27,2008,2011
n729,n741,27,2008,2011
n729,n742,27,2008,2011
n729,n743,27,2008,2011
n729,n744,27,2008,2011
n432,n729,27,2008,2011
n111,n729,27,2008,2011
n542,n729,27,2008,2011
n729,n745,27,2008,2011
n729,n746,27,2008,2011
n435,n729,27,2008,2011
n729,n747,27,2008,2011
n729,n748,27,2008,2011
n729,n749,27,2008,2011
n729,n750,27,2008,2011
n729,n751,27,2008,2011
n729,n752,27,2008,2011
n729,n753,27,2008,2011
n729,n754,27,2008,2011
n729,n755,27,2008,2011
n330,n729,27,2008,2011
n729,n756,27,2008,2011
n4,n729,27,2008,2011
n433,n729,27,2008,2011
n729,n757,27,2008,2011
n729,n758,27,2008,2011
n729,n759,27,2008,2011
n729,n760,27,2008,2011
n729,n761,27,2008,2011
n29,n729,27,2008,2011
n729,n762,27,2008,2011
n729,n763,27,2008,2011
n436,n729,27,2008,2011
n729,n764,27,2008,2011
n455,n729,27,2008,2011
n243,n455,27,2008,2011
n455,n730,27,2008,2011
n455,n731,27,2008,2011
n455,n732,27,2008,2011
n455,n733,27,2008,2011
n455,n734,27,2008,2011
n455,n735,27,2008,2011
n241,n455,27,2008,2011
n455,n736,27,2008,2011
n455,n737,27,2008,2011
n455,n738,27,2008,2011
n455,n739,27,2008,2011
n455,n740,27,2008,2011
n455,n741,27,2008,2011
n455,n742,27,2008,2011
n455,n743,27,2008,2011
n455,n744,27,2008,2011
n432,n455,27,2008,2011
n111,n455,27,2008,2011
n455,n542,27,2008,2011
n455,n745,27,2008,2011
n455,n746,27,2008,2011
n435,n455,27,2008,2011
n455,n747,27,2008,2011
n455,n748,27,2008,2011
n455,n749,27,2008,2011
n455,n750,27,2008,2011
n455,n751,27,2008,2011
n455,n752,27,2008,2011
n455,n753,27,2008,2011
n455,n754,27,2008,2011
n455,n755,27,2008,2011
n330,n455,27,2008,2011
n455,n756,27,2008,2011
n4,n455,27,2008,2011
n433,n455,27,2008,2011
n455,n757,27,2008,2011
n455,n758,27,2008,2011
n455,n759,27,2008,2011
n455,n760,27,2008,2011
n455,n761,27,2008,2011
n29,n455,27,2008,2011
n455,n762,27,2008,2011
n455,n763,27,2008,2011
n436,n455,27,2008,2011
n455,n764,27,2008,2011
n243,n764,27,2008,2011
n730,n764,27,2008,2011
n731,n764,27,2008,2011
n732,n764,27,2008,2011
n733,n764,27,2008,2011
n240,n764,27,2008,2011
n734,n764,27,2008,2011
n735,n764,27,2008,2011
n241,n764,27,2008,2011
n736,n764,27,2008,2011
n737,n764,27,2008,2011
n738,n764,27,2008,2011
n739,n764,27,2008,2011
n740,n764,27,2008,2011
n741,n764,27,2008,2011
n742,n764,27,2008,2011
n743,n764,27,2008,2011
n744,n764,27,2008,2011
n432,n764,27,2008,2011
n111,n764,27,2008,2011
n542,n764,27,2008,2011
n745,n764,27,2008,2011
n746,n764,27,2008,2011
n435,n764,27,2008,2011
n747,n764,27,2008,2011
n748,n764,27,2008,2011
n749,n764,27,2008,2011
n750,n764,27,2008,2011
n751,n764,27,2008,2011
n752,n764,27,2008,2011
n753,n764,27,2008,2011
n754,n764,27,2008,2011
n755,n764,27,2008,2011
n330,n764,27,2008,2011
n756,n764,27,2008,2011
n4,n764,27,2008,2011
n433,n764,27,2008,2011
n757,n764,27,2008,2011
n758,n764,27,2008,2011
n759,n764,27,2008,2011
n760,n764,27,2008,2011
n761,n764,27,2008,2011
n29,n764,27,2008,2011
n762,n764,27,2008,2011
n763,n764,27,2008,2011
n436,n764,27,2008,2011
n436,n730,27,2008,2011
n436,n731,27,2008,2011
n436,n732,27,2008,2011
n436,n733,27,2008,2011
n436,n734,27,2008,2011
n436,n735,27,2008,2011
n241,n436,27,2008,2011
n436,n736,27,2008,2011
n436,n737,27,2008,2011
n436,n738,27,2008,2011
n436,n739,27,2008,2011
n436,n740,27,2008,2011
n436,n741,27,2008,2011
n436,n742,27,2008,2011
n436,n743,27,2008,2011
n436,n744,27,2008,2011
n111,n436,27,2008,2011
n436,n542,27,2008,2011
n436,n745,27,2008,2011
n436,n746,27,2008,2011
n436,n747,27,2008,2011
n436,n748,27,2008,2011
n436,n749,27,2008,2011
n436,n750,27,2008,2011
n436,n751,27,2008,2011
n436,n752,27,2008,2011
n436,n753,27,2008,2011
n436,n754,27,2008,2011
n436,n755,27,2008,2011
n436,n756,27,2008,2011
n4,n436,27,2008,2011
n436,n757,27,2008,2011
n436,n758,27,2008,2011
n436,n759,27,2008,2011
n436,n760,27,2008,2011
n436,n761,27,2008,2011
n29,n436,27,2008,2011
n436,n762,27,2008,2011
n436,n763,27,2008,2011
n243,n763,27,2008,2011
n730,n763,27,2008,2011
n731,n763,27,2008,2011
n732,n763,27,2008,2011
n733,n763,27,2008,2011
n240,n763,27,2008,2011
n734,n763,27,2008,2011
n735,n763,27,2008,2011
n241,n763,27,2008,2011
n736,n763,27,2008,2011
n737,n763,27,2008,2011
n738,n763,27,2008,2011
n739,n763,27,2008,2011
n740,n763,27,2008,2011
n741,n763,27,2008,2011
n742,n763,27,2008,2011
n743,n763,27,2008,2011
n744,n763,27,2008,2011
n432,n763,27,2008,2011
n111,n763,27,2008,2011
n542,n763,27,2008,2011
n745,n763,27,2008,2011
n746,n763,27,2008,2011
n435,n763,27,2008,2011
n747,n763,27,2008,2011
n748,n763,27,2008,2011
n749,n763,27,2008,2011
n750,n763,27,2008,2011
n751,n763,27,2008,2011
n752,n763,27,2008,2011
n753,n763,27,2008,2011
n754,n763,27,2008,2011
n755,n763,27,2008,2011
n330,n763,27,2008,2011
n756,n763,27,2008,2011
n4,n763,27,2008,2011
n433,n763,27,2008,2011
n757,n763,27,2008,2011
n758,n763,27,2008,2011
n759,n763,27,2008,2011
n760,n763,27,2008,2011
n761,n763,27,2008,2011
n29,n763,27,2008,2011
n762,n763,27,2008,2011
n243,n762,27,2008,2011
n730,n762,27,2008,2011
n731,n762,27,2008,2011
n732,n762,27,2008,2011
n733,n762,27,2008,2011
n240,n762,27,2008,2011
n734,n762,27,2008,2011
n735,n762,27,2008,2011
n241,n762,27,2008,2011
n736,n762,27,2008,2011
n737,n762,27,2008,2011
n738,n762,27,2008,2011
n739,n762,27,2008,2011
n740,n762,27,2008,2011
n741,n762,27,2008,2011
n742,n762,27,2008,2011
n743,n762,27,2008,2011
n744,n762,27,2008,2011
n432,n762,27,2008,2011
n111,n762,27,2008,2011
n542,n762,27,2008,2011
n745,n762,27,2008,2011
n746,n762,27,2008,2011
n435,n762,27,2008,2011
n747,n762,27,2008,2011
n748,n762,27,2008,2011
n749,n762,27,2008,2011
n750,n762,27,2008,2011
n751,n762,27,2008,2011
n752,n762,27,2008,2011
n753,n762,27,2008,2011
n754,n762,27,2008,2011
n755,n762,27,2008,2011
n330,n762,27,2008,2011
n756,n762,27,2008,2011
n4,n762,27,2008,2011
n433,n762,27,2008,2011
n757,n762,27,2008,2011
n758,n762,27,2008,2011
n759,n762,27,2008,2011
n760,n762,27,2008,2011
n761,n762,27,2008,2011
n29,n762,27,2008,2011
n29,n243,27,2008,2011
n29,n730,27,2008,2011
n29,n731,27,2008,2011
n29,n732,27,2008,2011
n29,n733,27,2008,2011
n29,n240,27,2008,2011
n29,n734,27,2008,2011
n29,n735,27,2008,2011
n29,n241,27,2008,2011
n29,n736,27,2008,2011
n29,n737,27,2008,2011
n29,n738,27,2008,2011
n29,n739,27,2008,2011
n29,n740,27,2008,2011
n29,n741,27,2008,2011
n29,n742,27,2008,2011
n29,n743,27,2008,2011
n29,n744,27,2008,2011
n29,n432,27,2008,2011
n29,n542,27,2008,2011
n29,n745,27,2008,2011
n29,n746,27,2008,2011
n29,n435,27,2008,2011
n29,n747,27,2008,2011
n29,n748,27,2008,2011
n29,n749,27,2008,2011
n29,n750,27,2008,2011
n29,n751,27,2008,2011
n29,n752,27,2008,2011
n29,n753,27,2008,2011
n29,n754,27,2008,2011
n29,n755,27,2008,2011
n29,n330,27,2008,2011
n29,n756,27,2008,2011
n29,n433,27,2008,2011
n29,n757,27,2008,2011
n29,n758,27,2008,2011
n29,n759,27,2008,2011
n29,n760,27,2008,2011
n29,n761,27,2008,2011
n243,n761,27,2008,2011
n730,n761,27,2008,2011
n731,n761,27,2008,2011
n732,n761,27,2008,2011
n733,n761,27,2008,2011
n240,n761,27,2008,2011
n734,n761,27,2008,2011
n735,n761,27,2008,2011
n241,n761,27,2008,2011
n736,n761,27,2008,2011
n737,n761,27,2008,2011
n738,n761,27,2008,2011
n739,n761,27,2008,2011
n740,n761,27,2008,2011
n741,n761,27,2008,2011
n742,n761,27,2008,2011
n743,n761,27,2008,2011
n744,n761,27,2008,2011
n432,n761,27,2008,2011
n111,n761,27,2008,2011
n542,n761,27,2008,2011
n745,n761,27,2008,2011
n746,n761,27,2008,2011
n435,n761,27,2008,2011
n747,n761,27,2008,2011
n748,n761,27,2008,2011
n749,n761,27,2008,2011
n750,n761,27,2008,2011
n751,n761,27,2008,2011
n752,n761,27,2008,2011
n753,n761,27,2008,2011
n754,n761,27,2008,2011
n755,n761,27,2008,2011
n330,n761,27,2008,2011
n756,n761,27,2008,2011
n4,n761,27,2008,2011
n433,n761,27,2008,2011
n757,n761,27,2008,2011
n758,n761,27,2008,2011
n759,n761,27,2008,2011
n760,n761,27,2008,2011
n243,n760,27,2008,2011
n730,n760,27,2008,2011
